menu_provider_key,menu_provider_label,provider_key,fornitore,commodity,tipo_prezzo,nome_offerta,codice_offerta,data_inizio,data_fine,prezzo_calcolo,quota_fissa_calcolo,azione,motivi,url_offerta,fonte,score
"amga","Amga","amga","Amga","luce","variabile","PUNpiù ""CAR""","000867ESVFL01XXAUPUNCARALL042026","06/06/2026_00:00:00","30/06/2026_23:59:59","0.0066","90","scartata","non utilizzabile direttamente","https://www.amgasbarisrl.com/offerta/luce-risparmio-in-casa-punpiu/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.909"
"argos","Argos","argos","Argos","gas","fisso","FIX STORE GAS SCONTO 15%","025767GSFML01XXXXXXXXGASDOMF0626","30/05/2026_00:00:00","13/07/2026_23:59:59","0.62","144","pronta_fisso","prezzo fisso domestico leggibile","https://www.argos.company/offerte-argos/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.794"
"argos","Argos","argos","Argos","gas","fisso","GAS BUSINESS FISSA WEB","025767GSFML01XXXXXGASBUSFWEB0626","30/05/2026_00:00:00","13/07/2026_23:59:59","0.52","144","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.argos.company/offerta-gas-business-fissa/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.804"
"argos","Argos","argos","Argos","gas","fisso","GAS FISSA WEB","025767GSVML01XXXXXGASDOMFWEB0626","30/05/2026_00:00:00","13/07/2026_23:59:59","0.53","144","pronta_fisso","prezzo fisso domestico leggibile","https://www.argos.company/offerta-gas-fissa/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.803"
"argos","Argos","argos","Argos","gas","fisso","GAS NATURALE FIX B.A. STANDARD","025767GSFML01XXXXGASDOMFAMIS0626","30/05/2026_00:00:00","13/07/2026_23:59:59","0.59","120","pronta_fisso","prezzo fisso domestico leggibile","https://www.argos.company/offerte-bolletta-amica/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.821"
"argos","Argos","argos","Argos","gas","fisso","GAS NATURALE FIX FACILE","025767GSFML01XXXXXGASDOMFFAC0626","30/05/2026_00:00:00","13/07/2026_23:59:59","0.53","108","pronta_fisso","prezzo fisso domestico leggibile","https://www.argos.company/offerta-gas-fix-fac/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.839"
"argos","Argos","argos","Argos","gas","fisso","GAS NATURALE FIX SEGUGIO","025767GSFML01XXXXXGASDOMFSEG0626","30/05/2026_00:00:00","13/07/2026_23:59:59","0.52","108","pronta_fisso","prezzo fisso domestico leggibile","https://www.argos.company/offerta-gas-fix-seg/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.840"
"argos","Argos","argos","Argos","gas","variabile","GAS NATURALE VARIABILE CONDOMINIO","025767GSVML01XXXXXXXGASCONDV0626","30/05/2026_00:00:00","13/07/2026_23:59:59","0.16","360","scartata","non utilizzabile direttamente; fuori perimetro domestico: condominio","https://www.argos.company/offerte-argos/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.624"
"argos","Argos","argos","Argos","luce","fisso","FIX STORE LUCE SCONTO 15%","025767ESFFL01XXXXXXXXEEDOMF0626T","30/05/2026_00:00:00","13/07/2026_23:59:59","","144","scartata","non utilizzabile direttamente","https://www.argos.company/offerte-argos/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.856"
"argos","Argos","argos","Argos","luce","variabile","FLEX STORE LUCE SCONTO 50%","025767ESVFL01XXXXXXXXEEDOMV0626T","30/05/2026_00:00:00","13/07/2026_23:59:59","0.022","144","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.argos.company/offerte-argos/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.854"
"argos","Argos","argos","Argos","luce","variabile","LUCE BUSINESS DINAMICO","025767ESVFL01XXXXXXXXEEBUSV0626T","30/05/2026_00:00:00","13/07/2026_23:59:59","0.0187","144","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.argos.company/offerte-argos/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.854"
"argos","Argos","argos","Argos","luce","fisso","LUCE BUSINESS FISSA 3 FASCE WEB","025767ESFFL01XXXXXEEBUSFWEB0626T","30/05/2026_00:00:00","13/07/2026_23:59:59","","144","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.argos.company/offerta-luce-business-fissa/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.856"
"argos","Argos","argos","Argos","luce","variabile","LUCE BUSINESS FLEX WEB","025767ESVFL01XXXXXEEBUSVWEB0626T","30/05/2026_00:00:00","13/07/2026_23:59:59","0.0165","144","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.argos.company/offerta-luce-business-flex/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.854"
"argos","Argos","argos","Argos","luce","variabile","LUCE DINAMICA CONDOMINIO","025767ESVFL01XXXXXXXEECONDV0626T","30/05/2026_00:00:00","13/07/2026_23:59:59","0.0308","360","scartata","non utilizzabile direttamente; fuori perimetro domestico: condominio","https://www.argos.company/offerte-argos/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.637"
"argos","Argos","argos","Argos","luce","variabile","LUCE DINAMICA VACANZE 3 FASCE","025767ESVFL01XXXXXEEDOMVVAC0626T","30/05/2026_00:00:00","13/07/2026_23:59:59","0.0638","15","scartata","non utilizzabile direttamente; fuori perimetro domestico: vacanze","https://www.argos.company/offerte-argos/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.979"
"argos","Argos","argos","Argos","luce","fisso","LUCE FISSA WEB","025767ESVFL01XXXXXEEDOMFWEB0626T","30/05/2026_00:00:00","13/07/2026_23:59:59","","144","scartata","non utilizzabile direttamente","https://www.argos.company/luce-prezzo-fisso-web/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.856"
"argos","Argos","argos","Argos","luce","fisso","LUCE FIX MONO FACILE","025767ESFML01XXXXXEEDOMFFAC0626M","30/05/2026_00:00:00","13/07/2026_23:59:59","0.143","108","pronta_fisso","prezzo fisso domestico leggibile","https://www.argos.company/offerta-luce-fissa-facile-monoraria/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.878"
"argos","Argos","argos","Argos","luce","fisso","LUCE FIX MONO SEGUGIO","025767ESFML01XXXXXEEDOMFSEG0626M","30/05/2026_00:00:00","13/07/2026_23:59:59","0.143","108","pronta_fisso","prezzo fisso domestico leggibile","https://www.argos.company/offerta-luce-fissa-mono-segugio/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.878"
"argos","Argos","argos","Argos","luce","fisso","LUCE FIX TRIORARIA B.A. STANDARD","025767ESFML01XXXXEEDOMFAMIS0626T","30/05/2026_00:00:00","13/07/2026_23:59:59","","120","scartata","non utilizzabile direttamente","https://www.argos.company/offerte-bolletta-amica/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.880"
"argos","Argos","argos","Argos","luce","variabile","LUCE FLEX 40","025767ESVFL01XXXXEEDOMVFLEX0626T","30/05/2026_00:00:00","13/07/2026_23:59:59","0.0198","159","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.argos.company/offerte-comparabile/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.839"
"argos","Argos","argos","Argos","luce","variabile","LUCE FLEX B.A. STANDARD","025767ESVFL01XXXXEEDOMVAMIS0626T","30/05/2026_00:00:00","13/07/2026_23:59:59","0.0165","120","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.argos.company/offerte-bolletta-amica/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.878"
"argos","Argos","argos","Argos","luce","variabile","LUCE FLEX FACILE","025767ESVFL01XXXXXEEDOMVFAC0626T","30/05/2026_00:00:00","13/07/2026_23:59:59","0.0088","96","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.argos.company/offerta-luce-flex-facile/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.903"
"argos","Argos","argos","Argos","luce","variabile","LUCE FLEX SEGUGIO","025767ESVFL01XXXXXEEDOMVSEG0626T","30/05/2026_00:00:00","13/07/2026_23:59:59","0.0066","108","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.argos.company/offerta-luce-flex-segugio/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.891"
"argos","Argos","argos","Argos","luce","variabile","LUCE FLEX WEB","025767ESVFL01XXXXXEEDOMVWEB0626T","30/05/2026_00:00:00","13/07/2026_23:59:59","0.033","144","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.argos.company/offerta-luce-flex/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.853"
"axpo","Axpo Energia","axpo","Axpo Energia","gas","variabile","Axpo Condominio Gas Index","000099GSVML06XXAXPOIXPGA72492606","09/06/2026_12:00:00","08/07/2026_11:59:59","","","scartata","non utilizzabile direttamente; fuori perimetro domestico: condominio","https://www.axpo.com/it/it/luce-e-gas/offerte-.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.000"
"axpo","Axpo Energia","axpo","Axpo Energia","gas","variabile","Business Dinamico GAS","000099GSVML06XXAXPOIXPGA72602606","09/06/2026_12:00:00","08/07/2026_11:59:59","","","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.axpo.com/it/it/luce-e-gas/offerte-.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.000"
"axpo","Axpo Energia","axpo","Axpo Energia","gas","fisso","Business Sereno Gas","000099GSFML06XXAXPOIXFIX76982606","23/06/2026_12:00:00","30/06/2026_11:59:59","","","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.axpo.com/it/it/luce-e-gas/offerte-.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.000"
"axpo","Axpo Energia","axpo","Axpo Energia","gas","variabile","Scegli Dinamico GAS 2","000099GSVML06XXAXPOIXPGA72382606","09/06/2026_12:00:00","08/07/2026_11:59:59","","144","scartata","non utilizzabile direttamente","https://www.axpo.com/it/it/luce-e-gas/offerte-.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.856"
"axpo","Axpo Energia","axpo","Axpo Energia","gas","variabile","Scegli Dinamico GAS 2.0","000099GSVML06XXAXPOIXPGA72292606","09/06/2026_12:00:00","08/07/2026_11:59:59","0.07","144","scartata","non utilizzabile direttamente","https://www.axpo.com/it/it/luce-e-gas/offerte-.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.849"
"axpo","Axpo Energia","axpo","Axpo Energia","gas","variabile","Scegli Dinamico Gas Light","000099GSVML06XXAXPOIXPGA72592606","09/06/2026_12:00:00","08/07/2026_11:59:59","","","scartata","non utilizzabile direttamente","https://www.axpo.com/it/it/luce-e-gas/offerte-.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.000"
"axpo","Axpo Energia","axpo","Axpo Energia","gas","fisso","Scegli Sereno GAS 2.0","000099GSFML06XXAXPOIXFIX77022606","23/06/2026_12:00:00","30/06/2026_11:59:59","0.5725","144","scartata","non utilizzabile direttamente","https://www.axpo.com/it/it/luce-e-gas/offerte-.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.799"
"axpo","Axpo Energia","axpo","Axpo Energia","gas","fisso","Scegli Sereno GAS 2.0 Light","000099GSFML06XXAXPOIXFIX76972606","23/06/2026_12:00:00","30/06/2026_11:59:59","","","scartata","non utilizzabile direttamente","https://www.axpo.com/it/it/luce-e-gas/offerte-.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.000"
"axpo","Axpo Energia","axpo","Axpo Energia","luce","variabile","Axpo Condominio Power Index","000099ESVFL06XXAXPOIXPUM72622606","09/06/2026_12:00:00","08/07/2026_11:59:59","","","scartata","non utilizzabile direttamente; fuori perimetro domestico: condominio","https://www.axpo.com/it/it/luce-e-gas/offerte-.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","7.000"
"axpo","Axpo Energia","axpo","Axpo Energia","luce","variabile","Business Dinamico Power 3Fasce","000099ESVFL06XXAXPOIXPUM72442606","09/06/2026_12:00:00","08/07/2026_11:59:59","","144","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.axpo.com/it/it/luce-e-gas/offerte-.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.856"
"axpo","Axpo Energia","axpo","Axpo Energia","luce","fisso","Business Sereno Power 36 Mesi 3Fasce","000099ESFFL06XXAXPOIXFIX76902606","23/06/2026_12:00:00","30/06/2026_11:59:59","","144","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.axpo.com/it/it/luce-e-gas/offerte-.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.856"
"axpo","Axpo Energia","axpo","Axpo Energia","luce","fisso","Business Sereno Power 3Fasce","000099ESFFL06XXAXPOIXFIX76812606","23/06/2026_12:00:00","30/06/2026_11:59:59","","144","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.axpo.com/it/it/luce-e-gas/offerte-.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.856"
"axpo","Axpo Energia","axpo","Axpo Energia","luce","variabile","Scegli Dinamico 2.0","000099ESVML06XXAXPOIXPUQ72482606","09/06/2026_12:00:00","08/07/2026_11:59:59","","144","scartata","non utilizzabile direttamente","https://www.axpo.com/it/it/luce-e-gas/offerte-.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.856"
"axpo","Axpo Energia","axpo","Axpo Energia","luce","variabile","Scegli Dinamico 3Fasce 2.0","000099ESVFL06XXAXPOIXPUM72552606","09/06/2026_12:00:00","08/07/2026_11:59:59","","144","scartata","non utilizzabile direttamente","https://www.axpo.com/it/it/luce-e-gas/offerte-.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.856"
"axpo","Axpo Energia","axpo","Axpo Energia","luce","variabile","Scegli Dinamico 6","000099ESVML06XXAXPOIXPUQ72572606","09/06/2026_12:00:00","08/07/2026_11:59:59","","144","scartata","non utilizzabile direttamente","https://www.axpo.com/it/it/luce-e-gas/offerte-.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.856"
"axpo","Axpo Energia","axpo","Axpo Energia","luce","variabile","Scegli Dinamico Light","000099ESVML06XXAXPOIXPUQ72582606","09/06/2026_12:00:00","08/07/2026_11:59:59","","144","scartata","non utilizzabile direttamente","https://www.axpo.com/it/it/luce-e-gas/offerte-.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.856"
"axpo","Axpo Energia","axpo","Axpo Energia","luce","variabile","Scegli Dinamico Plus","000099ESVML06XXAXPOIXPUQ72352606","09/06/2026_12:00:00","08/07/2026_11:59:59","","144","scartata","non utilizzabile direttamente","https://www.axpo.com/it/it/luce-e-gas/offerte-.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.856"
"axpo","Axpo Energia","axpo","Axpo Energia","luce","fisso","Scegli Sereno 2.0 36 Mesi Giorno 3Fasce","000099ESFFL06XXAXPOIXFIX76892606","23/06/2026_12:00:00","30/06/2026_11:59:59","","144","scartata","non utilizzabile direttamente","https://www.axpo.com/it/it/luce-e-gas/offerte-.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.856"
"axpo","Axpo Energia","axpo","Axpo Energia","luce","fisso","Scegli Sereno 2.0 Giorno 3Fasce","000099ESFFL06XXAXPOIXFIX76722606","23/06/2026_12:00:00","30/06/2026_11:59:59","","144","scartata","non utilizzabile direttamente","https://www.axpo.com/it/it/luce-e-gas/offerte-.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.856"
"axpo","Axpo Energia","axpo","Axpo Energia","luce","fisso","Scegli Sereno 2.0 Light Giorno 3Fasce","000099ESFFL06XXAXPOIXFIX76822606","23/06/2026_12:00:00","30/06/2026_11:59:59","","144","scartata","non utilizzabile direttamente","https://www.axpo.com/it/it/luce-e-gas/offerte-.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.856"
"axpo","Axpo Energia","axpo","Axpo Energia","luce","fisso","Scegli Sereno Long 2.0 3Fasce","000099ESFFL06XXAXPOIXFIX76802606","23/06/2026_12:00:00","30/06/2026_11:59:59","","144","scartata","non utilizzabile direttamente","https://www.axpo.com/it/it/luce-e-gas/offerte-.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.856"
"dolomiti","Dolomiti Energia","dolomiti","Dolomiti Energia","gas","variabile","AZIENDA AGILE GAS","000139GSVML01XXW76989WR000000000","11/06/2026_00:00:00","15/07/2026_00:00:00","0.095","144","scartata","non utilizzabile direttamente; fuori perimetro domestico: azienda","https://www.dolomitienergia.it/offerte-portale-arera/000139GSVML01XXW76989WR000000000","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.846"
"dolomiti","Dolomiti Energia","dolomiti","Dolomiti Energia","gas","fisso","DOLOMITI FISSO GAS 12","000139GSFML01XXW77187WR000000000","25/06/2026_00:00:00","08/07/2026_00:00:00","0.571","84","pronta_fisso","prezzo fisso domestico leggibile","https://www.dolomitienergia.it/offerte-portale-arera/000139GSFML01XXW77187WR000000000","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.859"
"dolomiti","Dolomiti Energia","dolomiti","Dolomiti Energia","gas","fisso","DOLOMITI FISSO GAS 12 BUSINESS","000139GSFML01XXW77202WB000000000","25/06/2026_00:00:00","08/07/2026_00:00:00","0.565","180","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.dolomitienergia.it/offerte-azienda/gas/dolomiti-fisso-gas-12-business.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.764"
"dolomiti","Dolomiti Energia","dolomiti","Dolomiti Energia","gas","fisso","DOLOMITI FISSO GAS 12 CORPORATE","000139GSFML01XXW77201WB000000000","25/06/2026_00:00:00","08/07/2026_00:00:00","0.535","150","scartata","non utilizzabile direttamente; fuori perimetro domestico: corporate","https://www.dolomitienergia.it/offerte-portale-arera/000139GSFML01XXW77201WB000000000","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.796"
